Amount in Euro,Date,From Account,From Label,From Sender,To Account,To Label,To Recipient
5119.3,"Sun, 10 Sep 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
5123.47,"Wed, 14 Jun 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8477.09,"Wed, 01 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
6568.69,"Thu, 19 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
5657.48,"Wed, 11 Oct 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
9228.29,"Thu, 12 Jan 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
6445.82,"Tue, 18 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
5321.93,"Tue, 11 Jul 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
8038.66,"Sun, 02 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7965.31,"Mon, 09 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
5399.01,"Thu, 09 Nov 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
7975.18,"Fri, 21 Jul 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6412.18,"Thu, 04 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
8869.44,"Thu, 05 Oct 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
8708.98,"Thu, 02 Nov 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
8216.39,"Sat, 30 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
6614.56,"Mon, 08 May 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9138.0,"Fri, 22 Sep 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8425.94,"Wed, 18 Oct 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
6608.02,"Thu, 09 Mar 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6733.68,"Sun, 05 Mar 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
6843.39,"Sat, 09 Sep 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9426.39,"Sat, 25 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
6358.88,"Wed, 21 Jun 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
8918.55,"Fri, 13 Jan 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6408.12,"Mon, 06 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
7054.68,"Mon, 29 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
6210.42,"Fri, 24 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
5198.94,"Thu, 04 May 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6234.16,"Wed, 19 Jul 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
9747.1,"Tue, 26 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
8498.98,"Wed, 15 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
5820.61,"Fri, 10 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
8925.76,"Sat, 16 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7303.74,"Tue, 05 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
7215.43,"Fri, 18 Aug 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
6399.68,"Fri, 11 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,XYZ Corp (A002),XYZ Corp
8330.46,"Sat, 06 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
5378.45,"Mon, 26 Jun 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
9406.2,"Mon, 06 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
9139.24,"Wed, 12 Jul 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
5817.75,"Tue, 09 May 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
5026.35,"Wed, 04 Jan 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
8113.3,"Wed, 18 Oct 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
9040.72,"Fri, 27 Oct 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
7229.45,"Mon, 29 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
6748.49,"Sat, 11 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7166.0,"Wed, 15 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
5334.73,"Tue, 31 Jan 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
8067.5,"Wed, 25 Jan 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
7069.92,"Fri, 04 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
8060.59,"Wed, 19 Apr 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
5331.55,"Fri, 08 Dec 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
6433.14,"Sat, 18 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
9672.23,"Wed, 29 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
7902.27,"Thu, 15 Jun 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
9656.7,"Thu, 30 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7311.64,"Sun, 10 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
9790.07,"Sat, 25 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,ABC Inc (A002),ABC Inc
7785.13,"Sun, 13 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
7086.73,"Wed, 13 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
7416.07,"Thu, 02 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
9133.3,"Sun, 27 Aug 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9086.99,"Wed, 01 Feb 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,XYZ Corp (A002),XYZ Corp
9023.79,"Tue, 01 Aug 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
7302.75,"Mon, 02 Jan 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
5872.77,"Fri, 10 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Global Traders (A002),Global Traders
7496.43,"Thu, 31 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8198.83,"Wed, 18 Oct 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
7658.9,"Sun, 19 Nov 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6036.27,"Sun, 15 Jan 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
6480.54,"Sat, 15 Jul 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
5294.21,"Fri, 19 May 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
7581.41,"Sat, 03 Jun 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
9512.12,"Mon, 18 Sep 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
7646.09,"Thu, 23 Nov 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
9708.97,"Tue, 23 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
7991.49,"Thu, 14 Dec 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6636.76,"Sat, 02 Dec 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
8163.14,"Tue, 17 Oct 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9896.78,"Tue, 18 Jul 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
5344.93,"Sat, 08 Apr 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
8316.92,"Mon, 18 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
7509.01,"Thu, 23 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
6353.62,"Fri, 22 Dec 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9858.0,"Sat, 18 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
7003.63,"Fri, 01 Dec 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9317.79,"Mon, 10 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
7764.97,"Thu, 19 Oct 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
7995.82,"Tue, 18 Jul 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
6474.45,"Wed, 08 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
9358.49,"Wed, 08 Feb 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
5778.09,"Wed, 13 Dec 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Global Traders (A002),Global Traders
9029.33,"Wed, 27 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
5688.86,"Fri, 29 Sep 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
9936.95,"Tue, 21 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
8086.26,"Wed, 05 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
7192.69,"Wed, 15 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6815.95,"Sun, 19 Mar 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
5935.06,"Mon, 29 May 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
7505.77,"Tue, 27 Jun 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
9495.67,"Sun, 08 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8900.17,"Mon, 10 Jul 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
9855.16,"Wed, 10 May 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Global Traders (A002),Global Traders
5983.14,"Thu, 21 Dec 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
9062.4,"Fri, 17 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6627.67,"Sun, 14 May 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
8621.78,"Mon, 27 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9459.32,"Tue, 09 May 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
6860.48,"Mon, 26 Jun 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6377.86,"Mon, 06 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6934.19,"Sun, 10 Dec 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
5862.68,"Sun, 26 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
6362.92,"Thu, 18 May 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,ABC Inc (A002),ABC Inc
6998.43,"Fri, 24 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6550.06,"Sun, 16 Apr 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
6664.36,"Tue, 07 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
5957.05,"Mon, 16 Jan 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
6616.09,"Mon, 13 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Tech Solutions (A002),Tech Solutions
5700.45,"Tue, 18 Jul 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
7099.24,"Fri, 31 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
9960.5,"Tue, 25 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
6420.73,"Thu, 26 Jan 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
6200.36,"Sat, 26 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9250.32,"Sat, 27 May 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6385.02,"Wed, 02 Aug 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
6990.48,"Tue, 04 Apr 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Global Traders (A002),Global Traders
5024.31,"Thu, 30 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8455.08,"Thu, 16 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
6887.61,"Tue, 03 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6532.7,"Wed, 20 Sep 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
5186.27,"Fri, 27 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
6238.76,"Sun, 19 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
5648.11,"Thu, 16 Nov 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
6086.0,"Tue, 03 Oct 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
7230.51,"Mon, 02 Jan 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
8938.85,"Mon, 27 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
5811.55,"Thu, 25 May 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9118.35,"Wed, 16 Aug 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
7656.79,"Tue, 02 May 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
7402.29,"Thu, 24 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9137.62,"Tue, 19 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9587.62,"Thu, 26 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
8105.58,"Tue, 15 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7855.24,"Mon, 19 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
7083.53,"Fri, 20 Jan 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
6312.59,"Fri, 15 Sep 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7813.97,"Thu, 16 Feb 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
7109.61,"Wed, 26 Apr 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,ABC Inc (A002),ABC Inc
5129.96,"Thu, 23 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9275.5,"Sun, 12 Feb 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
9402.16,"Fri, 20 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7047.75,"Wed, 25 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
9791.74,"Wed, 22 Mar 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
6645.2,"Tue, 05 Sep 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
6148.58,"Sat, 07 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
6105.54,"Mon, 13 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
5488.7,"Fri, 08 Sep 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
5928.12,"Tue, 30 May 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
9425.54,"Mon, 26 Jun 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
7812.67,"Fri, 16 Jun 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
9253.15,"Sun, 07 May 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
8111.92,"Fri, 14 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
6119.6,"Fri, 24 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
5769.88,"Mon, 12 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
8350.77,"Sat, 28 Jan 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9323.56,"Wed, 30 Aug 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,Tech Solutions (A002),Tech Solutions
6809.12,"Sat, 11 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
9723.27,"Fri, 10 Nov 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
8652.03,"Wed, 02 Aug 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7587.02,"Wed, 13 Sep 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9536.74,"Fri, 10 Mar 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
9992.21,"Fri, 01 Dec 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
7207.62,"Wed, 05 Apr 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
9576.84,"Tue, 18 Jul 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,123 Services (A002),123 Services
5318.49,"Thu, 01 Jun 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,XYZ Corp (A002),XYZ Corp
9167.11,"Wed, 22 Feb 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
8586.06,"Mon, 29 May 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,123 Services (A002),123 Services
7651.27,"Sat, 14 Jan 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,XYZ Corp (A002),XYZ Corp
5199.03,"Tue, 04 Jul 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
8490.81,"Tue, 28 Mar 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,ABC Inc (A002),ABC Inc
9581.13,"Mon, 10 Apr 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
9029.44,"Mon, 11 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Global Traders (A002),Global Traders
5092.89,"Sat, 11 Nov 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,XYZ Corp (A002),XYZ Corp
6405.74,"Thu, 17 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,ABC Inc (A002),ABC Inc
7757.63,"Mon, 23 Oct 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,123 Services (A002),123 Services
8104.54,"Mon, 20 Nov 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
9374.24,"Mon, 20 Nov 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
9998.23,"Thu, 13 Apr 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
7768.64,"Sat, 16 Dec 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,Global Traders (A002),Global Traders
8365.49,"Mon, 01 May 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Global Traders (A002),Global Traders
5283.14,"Sat, 29 Jul 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,123 Services (A002),123 Services
5970.19,"Tue, 20 Jun 2023 00:00:00 GMT",A002,Charlie Davis (A002),Charlie Davis,A002,XYZ Corp (A002),XYZ Corp
6837.19,"Thu, 19 Oct 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
8223.72,"Tue, 28 Feb 2023 00:00:00 GMT",A002,John Doe (A002),John Doe,A002,Tech Solutions (A002),Tech Solutions
6966.7,"Tue, 03 Jan 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,Tech Solutions (A002),Tech Solutions
7415.01,"Sat, 12 Aug 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,123 Services (A002),123 Services
9688.87,"Wed, 02 Aug 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Global Traders (A002),Global Traders
9539.86,"Sat, 22 Jul 2023 00:00:00 GMT",A002,Jane Smith (A002),Jane Smith,A002,XYZ Corp (A002),XYZ Corp
6379.49,"Sun, 03 Dec 2023 00:00:00 GMT",A002,Alice Johnson (A002),Alice Johnson,A002,ABC Inc (A002),ABC Inc
6541.9,"Wed, 18 Jan 2023 00:00:00 GMT",A002,Bob Brown (A002),Bob Brown,A002,Tech Solutions (A002),Tech Solutions
